0.000000,0.000000,0.000000,0.100000,0.100000
0.000000,2.500000,0.250000,0.062500,0.100000
0.000000,5.000000,0.500000,0.025000,0.100000
0.000000,7.500000,0.750000,-0.012500,0.100000
0.000000,10.000000,1.000000,-0.050000,0.200000
0.000000,12.500000,1.500000,-0.025000,0.200000
0.000000,15.000000,2.000000,0.000000,0.200000
0.000000,17.500000,2.500000,0.025000,0.200000
0.000000,20.000000,3.000000,0.050000,-0.290000
0.000000,22.500000,2.275000,0.135000,-0.290000
0.000000,25.000000,1.550000,0.220000,-0.290000
0.000000,27.500000,0.825000,0.305000,-0.290000
0.000000,30.000000,0.100000,0.390000,-0.290000
1.666667,0.000000,0.166667,0.100000,0.075000
1.666667,2.500000,0.354167,0.062500,0.075000
1.666667,5.000000,0.541667,0.025000,0.075000
1.666667,7.500000,0.729167,-0.012500,0.075000
1.666667,10.000000,0.916667,-0.050000,0.216667
1.666667,12.500000,1.458333,-0.025000,0.216667
1.666667,15.000000,2.000000,0.000000,0.216667
1.666667,17.500000,2.541667,0.025000,0.216667
1.666667,20.000000,3.083333,0.050000,-0.233333
1.666667,22.500000,2.500000,0.135000,-0.233333
1.666667,25.000000,1.916667,0.220000,-0.233333
1.666667,27.500000,1.333333,0.305000,-0.233333
1.666667,30.000000,0.750000,0.390000,-0.233333
3.333333,0.000000,0.333333,0.100000,0.050000
3.333333,2.500000,0.458333,0.062500,0.050000
3.333333,5.000000,0.583333,0.025000,0.050000
3.333333,7.500000,0.708333,-0.012500,0.050000
3.333333,10.000000,0.833333,-0.050000,0.233333
3.333333,12.500000,1.416667,-0.025000,0.233333
3.333333,15.000000,2.000000,0.000000,0.233333
3.333333,17.500000,2.583333,0.025000,0.233333
3.333333,20.000000,3.166667,0.050000,-0.176667
3.333333,22.500000,2.725000,0.135000,-0.176667
3.333333,25.000000,2.283333,0.220000,-0.176667
3.333333,27.500000,1.841667,0.305000,-0.176667
3.333333,30.000000,1.400000,0.390000,-0.176667
5.000000,0.000000,0.500000,0.100000,0.025000
5.000000,2.500000,0.562500,0.062500,0.025000
5.000000,5.000000,0.625000,0.025000,0.025000
5.000000,7.500000,0.687500,-0.012500,0.025000
5.000000,10.000000,0.750000,-0.050000,0.250000
5.000000,12.500000,1.375000,-0.025000,0.250000
5.000000,15.000000,2.000000,0.000000,0.250000
5.000000,17.500000,2.625000,0.025000,0.250000
5.000000,20.000000,3.250000,0.050000,-0.120000
5.000000,22.500000,2.950000,0.135000,-0.120000
5.000000,25.000000,2.650000,0.220000,-0.120000
5.000000,27.500000,2.350000,0.305000,-0.120000
5.000000,30.000000,2.050000,0.390000,-0.120000
6.666667,0.000000,0.666667,0.100000,-0.000000
6.666667,2.500000,0.666667,0.062500,-0.000000
6.666667,5.000000,0.666667,0.025000,-0.000000
6.666667,7.500000,0.666667,-0.012500,-0.000000
6.666667,10.000000,0.666667,-0.050000,0.266667
6.666667,12.500000,1.333333,-0.025000,0.266667
6.666667,15.000000,2.000000,0.000000,0.266667
6.666667,17.500000,2.666667,0.025000,0.266667
6.666667,20.000000,3.333333,0.050000,-0.063333
6.666667,22.500000,3.175000,0.135000,-0.063333
6.666667,25.000000,3.016667,0.220000,-0.063333
6.666667,27.500000,2.858333,0.305000,-0.063333
6.666667,30.000000,2.700000,0.390000,-0.063333
8.333333,0.000000,0.833333,0.100000,-0.025000
8.333333,2.500000,0.770833,0.062500,-0.025000
8.333333,5.000000,0.708333,0.025000,-0.025000
8.333333,7.500000,0.645833,-0.012500,-0.025000
8.333333,10.000000,0.583333,-0.050000,0.283333
8.333333,12.500000,1.291667,-0.025000,0.283333
8.333333,15.000000,2.000000,0.000000,0.283333
8.333333,17.500000,2.708333,0.025000,0.283333
8.333333,20.000000,3.416667,0.050000,-0.006667
8.333333,22.500000,3.400000,0.135000,-0.006667
8.333333,25.000000,3.383333,0.220000,-0.006667
8.333333,27.500000,3.366667,0.305000,-0.006667
8.333333,30.000000,3.350000,0.390000,-0.006667
10.000000,0.000000,1.000000,0.200000,-0.050000
10.000000,2.500000,0.875000,0.137500,-0.050000
10.000000,5.000000,0.750000,0.075000,-0.050000
10.000000,7.500000,0.625000,0.012500,-0.050000
10.000000,10.000000,0.500000,-0.050000,0.300000
10.000000,12.500000,1.250000,-0.117500,0.300000
10.000000,15.000000,2.000000,-0.185000,0.300000
10.000000,17.500000,2.750000,-0.252500,0.300000
10.000000,20.000000,3.500000,-0.320000,0.050000
10.000000,22.500000,3.625000,-0.290000,0.050000
10.000000,25.000000,3.750000,-0.260000,0.050000
10.000000,27.500000,3.875000,-0.230000,0.050000
10.000000,30.000000,4.000000,-0.200000,0.050000
11.666667,0.000000,1.333333,0.200000,-0.091667
11.666667,2.500000,1.104167,0.137500,-0.091667
11.666667,5.000000,0.875000,0.075000,-0.091667
11.666667,7.500000,0.645833,0.012500,-0.091667
11.666667,10.000000,0.416667,-0.050000,0.255000
11.666667,12.500000,1.054167,-0.117500,0.255000
11.666667,15.000000,1.691667,-0.185000,0.255000
11.666667,17.500000,2.329167,-0.252500,0.255000
11.666667,20.000000,2.966667,-0.320000,0.070000
11.666667,22.500000,3.141667,-0.290000,0.070000
11.666667,25.000000,3.316667,-0.260000,0.070000
11.666667,27.500000,3.491667,-0.230000,0.070000
11.666667,30.000000,3.666667,-0.200000,0.070000
13.333333,0.000000,1.666667,0.200000,-0.133333
13.333333,2.500000,1.333333,0.137500,-0.133333
13.333333,5.000000,1.000000,0.075000,-0.133333
13.333333,7.500000,0.666667,0.012500,-0.133333
13.333333,10.000000,0.333333,-0.050000,0.210000
13.333333,12.500000,0.858333,-0.117500,0.210000
